order_id,customer_id,restaurant_id,order_time,delivery_time,status,delivery_duration,payment_method,total_amount
ORD010553,CUST07048,REST0049,2024-01-26 14:35:00,2024-01-26 13:59:00,Cancelled,36,Credit Card,178
ORD010554,CUST08843,REST0117,2024-10-12 13:51:00,2024-10-12 12:56:00,Delivered,55,UPI,46
ORD010555,CUST04657,REST0078,2025-04-06 21:30:00,2025-04-06 20:36:00,Delivered,54,UPI,167
ORD010556,CUST05425,REST0139,2025-05-12 22:54:00,2025-05-12 22:33:00,Delivered,21,Credit Card,174
ORD010557,CUST05042,REST0149,2025-03-28 11:39:00,2025-03-28 11:14:00,Delivered,25,UPI,150
ORD010558,CUST02440,REST0166,2024-06-14 21:24:00,2024-06-14 20:28:00,Delivered,56,UPI,546
ORD010559,CUST02492,REST0048,2024-07-09 12:49:00,2024-07-09 12:18:00,Preparing,31,UPI,296
ORD010560,CUST06835,REST0003,2025-08-22 22:29:00,2025-08-22 21:29:00,Delivered,60,UPI,738
ORD010561,CUST08267,REST0191,2024-05-17 20:52:00,2024-05-17 20:15:00,Delivered,37,UPI,488
ORD010562,CUST04854,REST0141,2024-05-31 21:05:00,2024-05-31 20:08:00,Delivered,57,UPI,104
ORD010563,CUST05332,REST0087,2025-03-11 13:13:00,2025-03-11 12:17:00,Delivered,56,UPI,246
ORD010564,CUST09136,REST0034,2025-03-25 20:45:00,2025-03-25 19:58:00,Delivered,47,Credit Card,183
ORD010565,CUST04110,REST0032,2024-06-20 19:13:00,2024-06-20 18:21:00,Delivered,52,UPI,294
ORD010566,CUST06315,REST0146,2025-02-11 14:15:00,2025-02-11 13:43:00,Delivered,32,Credit Card,1107
ORD010567,CUST04561,REST0031,2025-06-18 20:23:00,2025-06-18 19:46:00,Delivered,37,UPI,80
ORD010568,CUST05570,REST0108,2025-08-06 20:09:00,2025-08-06 19:34:00,Preparing,35,UPI,237
ORD010569,CUST01502,REST0032,2024-03-04 20:28:00,2024-03-04 19:46:00,Delivered,42,Credit Card,705
ORD010570,CUST07435,REST0009,2025-04-30 23:26:00,2025-04-30 22:30:00,Delivered,56,Credit Card,720
ORD010571,CUST02268,REST0138,2025-11-28 13:03:00,2025-11-28 12:03:00,Delivered,60,UPI,342
ORD010572,CUST06557,REST0092,2024-01-31 11:03:00,2024-01-31 10:16:00,Delivered,47,UPI,210
ORD010573,CUST01707,REST0150,2025-06-13 12:41:00,2025-06-13 12:01:00,Delivered,40,Cash,390
ORD010574,CUST07724,REST0121,2025-06-06 13:15:00,2025-06-06 12:31:00,Delivered,44,UPI,372
ORD010575,CUST04453,REST0159,2024-04-07 22:54:00,2024-04-07 22:27:00,Delivered,27,Credit Card,466
ORD010576,CUST06326,REST0036,2024-07-17 14:42:00,2024-07-17 13:52:00,Delivered,50,UPI,286
ORD010577,CUST09200,REST0140,2024-11-19 19:46:00,2024-11-19 19:13:00,Delivered,33,UPI,684
ORD010578,CUST05512,REST0120,2024-11-22 15:11:00,2024-11-22 14:14:00,Delivered,57,Credit Card,447
ORD010579,CUST09531,REST0081,2025-07-18 10:46:00,2025-07-18 10:03:00,Delivered,43,UPI,248
ORD010580,CUST03799,REST0040,2025-07-24 21:04:00,2025-07-24 20:08:00,Delivered,56,UPI,648
ORD010581,CUST01628,REST0070,2024-11-20 10:45:00,2024-11-20 10:19:00,Delivered,26,UPI,420
ORD010582,CUST01873,REST0014,2024-10-13 18:47:00,2024-10-13 18:03:00,Delivered,44,UPI,380
ORD010583,CUST04030,REST0077,2024-10-13 20:12:00,2024-10-13 19:38:00,Cancelled,34,UPI,642
ORD010584,CUST04695,REST0068,2024-01-08 14:17:00,2024-01-08 13:54:00,Delivered,23,UPI,222
ORD010585,CUST05073,REST0015,2025-06-02 22:36:00,2025-06-02 21:58:00,Delivered,38,Credit Card,422
ORD010586,CUST05217,REST0099,2025-05-20 21:48:00,2025-05-20 20:57:00,Delivered,51,Debit Card,486
ORD010587,CUST01705,REST0072,2025-03-06 19:05:00,2025-03-06 18:27:00,Delivered,38,Cash,458
ORD010588,CUST06237,REST0114,2024-02-05 20:31:00,2024-02-05 19:43:00,Delivered,48,UPI,759
ORD010589,CUST06751,REST0067,2025-09-27 13:23:00,2025-09-27 12:23:00,Delivered,60,Credit Card,1065
ORD010590,CUST00914,REST0109,2024-07-25 14:07:00,2024-07-25 13:08:00,Delivered,59,UPI,504
ORD010591,CUST03345,REST0035,2025-05-05 20:10:00,2025-05-05 19:39:00,Delivered,31,Credit Card,110
ORD010592,CUST00110,REST0016,2024-09-19 22:39:00,2024-09-19 21:45:00,Delivered,54,UPI,138
ORD010593,CUST04840,REST0065,2024-07-23 19:56:00,2024-07-23 19:12:00,Delivered,44,UPI,177
ORD010594,CUST01513,REST0120,2025-01-20 20:24:00,2025-01-20 20:04:00,Delivered,20,UPI,340
ORD010595,CUST03655,REST0181,2024-08-03 14:38:00,2024-08-03 13:40:00,Delivered,58,UPI,258
ORD010596,CUST03739,REST0105,2025-01-29 20:34:00,2025-01-29 19:56:00,Delivered,38,UPI,376
ORD010597,CUST08361,REST0008,2024-11-04 12:14:00,2024-11-04 11:28:00,Delivered,46,Debit Card,215
ORD010598,CUST06393,REST0021,2024-08-27 14:14:00,2024-08-27 13:38:00,Preparing,36,Cash,170
ORD010599,CUST03459,REST0123,2024-05-10 19:48:00,2024-05-10 19:10:00,Delivered,38,Credit Card,289
ORD010600,CUST03387,REST0012,2025-07-06 15:08:00,2025-07-06 14:30:00,Delivered,38,UPI,53
ORD010601,CUST04616,REST0103,2025-01-04 21:35:00,2025-01-04 20:42:00,Delivered,53,UPI,224
ORD010602,CUST02885,REST0166,2025-05-27 13:40:00,2025-05-27 13:05:00,Delivered,35,UPI,951
ORD010603,CUST09466,REST0060,2024-07-09 18:31:00,2024-07-09 18:04:00,Delivered,27,Credit Card,198
ORD010604,CUST08847,REST0200,2025-06-15 13:37:00,2025-06-15 13:00:00,Delivered,37,Credit Card,765
ORD010605,CUST08929,REST0164,2025-09-21 19:06:00,2025-09-21 18:32:00,Delivered,34,UPI,149
ORD010606,CUST06163,REST0083,2025-07-22 14:11:00,2025-07-22 13:14:00,Delivered,57,UPI,248
ORD010607,CUST04685,REST0168,2024-04-10 21:25:00,2024-04-10 20:58:00,Delivered,27,Credit Card,735
ORD010608,CUST04541,REST0040,2025-07-15 14:05:00,2025-07-15 13:19:00,Delivered,46,Debit Card,183
ORD010609,CUST04987,REST0169,2024-12-09 14:15:00,2024-12-09 13:40:00,Delivered,35,Debit Card,963
ORD010610,CUST04679,REST0194,2025-12-11 14:53:00,2025-12-11 14:15:00,Preparing,38,UPI,88
ORD010611,CUST06041,REST0022,2025-01-23 14:13:00,2025-01-23 13:26:00,Preparing,47,UPI,576
ORD010612,CUST06087,REST0121,2025-11-04 22:03:00,2025-11-04 21:09:00,Delivered,54,UPI,49
ORD010613,CUST06325,REST0052,2025-08-04 21:27:00,2025-08-04 20:53:00,Delivered,34,Credit Card,177
ORD010614,CUST01903,REST0023,2024-11-22 21:55:00,2024-11-22 21:13:00,Delivered,42,UPI,53
ORD010615,CUST04645,REST0028,2025-07-15 12:33:00,2025-07-15 11:50:00,Delivered,43,UPI,290
ORD010616,CUST00299,REST0154,2024-05-13 19:03:00,2024-05-13 18:39:00,Delivered,24,UPI,298
ORD010617,CUST07987,REST0178,2025-02-27 19:48:00,2025-02-27 19:03:00,Delivered,45,UPI,342
ORD010618,CUST08312,REST0012,2024-11-08 14:54:00,2024-11-08 14:11:00,Cancelled,43,UPI,486
ORD010619,CUST08113,REST0076,2025-02-17 19:03:00,2025-02-17 18:11:00,Delivered,52,Cash,483
ORD010620,CUST08804,REST0184,2025-01-17 18:47:00,2025-01-17 18:00:00,Delivered,47,UPI,454
ORD010621,CUST09715,REST0057,2025-02-14 20:46:00,2025-02-14 20:23:00,Delivered,23,UPI,330
ORD010622,CUST04416,REST0174,2024-11-06 21:28:00,2024-11-06 20:31:00,Cancelled,57,UPI,176
ORD010623,CUST09015,REST0012,2025-05-05 13:55:00,2025-05-05 13:10:00,Delivered,45,UPI,138
ORD010624,CUST09181,REST0002,2025-03-02 22:19:00,2025-03-02 21:46:00,Cancelled,33,UPI,410
ORD010625,CUST06388,REST0161,2025-02-09 12:53:00,2025-02-09 12:06:00,Delivered,47,Credit Card,537
ORD010626,CUST03974,REST0111,2025-10-24 12:45:00,2025-10-24 11:54:00,Delivered,51,Wallet,288
ORD010627,CUST06743,REST0022,2024-11-23 12:56:00,2024-11-23 12:25:00,Delivered,31,Debit Card,154
ORD010628,CUST07932,REST0031,2024-03-04 14:51:00,2024-03-04 14:03:00,Delivered,48,UPI,717
ORD010629,CUST07117,REST0085,2024-03-06 20:12:00,2024-03-06 19:18:00,Delivered,54,UPI,710
ORD010630,CUST07270,REST0109,2025-02-15 11:48:00,2025-02-15 11:26:00,Delivered,22,UPI,882
ORD010631,CUST03427,REST0198,2024-05-02 19:33:00,2024-05-02 18:57:00,Delivered,36,Wallet,154
ORD010632,CUST01286,REST0025,2024-07-03 14:43:00,2024-07-03 14:15:00,Delivered,28,Credit Card,145
ORD010633,CUST07264,REST0093,2025-11-29 21:02:00,2025-11-29 20:28:00,Delivered,34,Debit Card,1044
ORD010634,CUST04671,REST0099,2025-12-05 12:28:00,2025-12-05 12:07:00,Delivered,21,Credit Card,220
ORD010635,CUST07860,REST0039,2025-10-24 23:08:00,2025-10-24 22:32:00,Preparing,36,UPI,216
ORD010636,CUST08390,REST0124,2025-03-28 21:40:00,2025-03-28 20:49:00,Delivered,51,UPI,198
ORD010637,CUST00122,REST0046,2025-09-02 20:22:00,2025-09-02 19:58:00,Delivered,24,UPI,309
ORD010638,CUST06855,REST0052,2024-04-09 21:32:00,2024-04-09 20:47:00,Delivered,45,UPI,41
ORD010639,CUST04806,REST0082,2025-02-14 14:53:00,2025-02-14 14:00:00,Delivered,53,Wallet,316
ORD010640,CUST02003,REST0192,2025-02-08 21:04:00,2025-02-08 20:11:00,Delivered,53,Credit Card,490
ORD010641,CUST00494,REST0009,2024-11-20 13:24:00,2024-11-20 13:02:00,Delivered,22,Wallet,560
ORD010642,CUST09001,REST0069,2025-06-20 21:12:00,2025-06-20 20:15:00,Delivered,57,UPI,621
ORD010643,CUST00857,REST0129,2025-02-23 14:37:00,2025-02-23 14:15:00,Delivered,22,Credit Card,708
ORD010644,CUST01351,REST0069,2024-08-07 18:51:00,2024-08-07 18:06:00,Delivered,45,Credit Card,930
ORD010645,CUST02796,REST0025,2025-11-24 21:33:00,2025-11-24 20:48:00,Delivered,45,UPI,856
ORD010646,CUST00983,REST0052,2024-11-18 20:41:00,2024-11-18 20:04:00,Delivered,37,Wallet,266
ORD010647,CUST09770,REST0017,2024-03-16 20:29:00,2024-03-16 19:47:00,Delivered,42,Credit Card,1047
ORD010648,CUST00664,REST0103,2024-10-27 22:26:00,2024-10-27 21:36:00,Delivered,50,Credit Card,290
ORD010649,CUST06690,REST0073,2024-03-06 21:35:00,2024-03-06 20:39:00,Delivered,56,Cash,167
ORD010650,CUST08786,REST0082,2025-08-08 19:03:00,2025-08-08 18:21:00,Delivered,42,UPI,882
ORD010651,CUST03478,REST0054,2025-08-09 14:35:00,2025-08-09 14:08:00,Delivered,27,UPI,573
ORD010652,CUST04793,REST0163,2025-11-04 12:05:00,2025-11-04 11:35:00,Delivered,30,UPI,546
ORD010653,CUST02599,REST0066,2024-08-21 20:27:00,2024-08-21 19:37:00,Delivered,50,UPI,150
ORD010654,CUST08304,REST0189,2024-09-28 11:58:00,2024-09-28 11:35:00,Delivered,23,Credit Card,174
ORD010655,CUST07578,REST0168,2025-11-29 13:09:00,2025-11-29 12:27:00,Delivered,42,Debit Card,340
ORD010656,CUST07559,REST0089,2024-05-26 23:18:00,2024-05-26 22:34:00,Delivered,44,UPI,249
ORD010657,CUST07160,REST0025,2025-03-14 18:34:00,2025-03-14 18:00:00,Delivered,34,Wallet,230
ORD010658,CUST02637,REST0184,2025-04-22 15:10:00,2025-04-22 14:41:00,Delivered,29,Wallet,396
ORD010659,CUST02893,REST0161,2024-09-26 23:04:00,2024-09-26 22:16:00,Delivered,48,UPI,687
ORD010660,CUST05868,REST0133,2025-03-10 12:56:00,2025-03-10 12:15:00,Delivered,41,UPI,786
ORD010661,CUST03912,REST0130,2024-06-23 15:17:00,2024-06-23 14:57:00,Delivered,20,UPI,208
ORD010662,CUST00946,REST0061,2025-10-03 20:56:00,2025-10-03 20:29:00,Delivered,27,Cash,306
ORD010663,CUST04411,REST0009,2025-06-18 13:56:00,2025-06-18 13:29:00,Delivered,27,UPI,175
ORD010664,CUST06105,REST0167,2024-04-07 22:19:00,2024-04-07 21:19:00,Delivered,60,UPI,96
ORD010665,CUST08756,REST0188,2024-12-29 20:13:00,2024-12-29 19:40:00,Delivered,33,Credit Card,139
ORD010666,CUST08555,REST0072,2024-06-05 21:48:00,2024-06-05 20:57:00,Delivered,51,Credit Card,327
ORD010667,CUST07534,REST0014,2024-02-11 21:06:00,2024-02-11 20:29:00,Delivered,37,UPI,483
ORD010668,CUST00483,REST0092,2025-10-04 14:02:00,2025-10-04 13:05:00,Preparing,57,Cash,198
ORD010669,CUST07558,REST0054,2024-05-03 21:12:00,2024-05-03 20:39:00,Delivered,33,Wallet,177
ORD010670,CUST03207,REST0101,2024-11-04 12:11:00,2024-11-04 11:35:00,Delivered,36,UPI,53
ORD010671,CUST01139,REST0149,2025-09-15 18:41:00,2025-09-15 18:00:00,Delivered,41,UPI,180
ORD010672,CUST08918,REST0033,2024-10-20 19:49:00,2024-10-20 19:29:00,Preparing,20,Credit Card,417
ORD010673,CUST07752,REST0050,2024-11-28 21:21:00,2024-11-28 20:57:00,Delivered,24,UPI,376
ORD010674,CUST05227,REST0175,2024-07-08 20:54:00,2024-07-08 19:55:00,Delivered,59,UPI,507
ORD010675,CUST01243,REST0168,2025-12-14 12:26:00,2025-12-14 12:05:00,Delivered,21,UPI,705
ORD010676,CUST07580,REST0138,2025-06-01 13:49:00,2025-06-01 13:16:00,Delivered,33,Debit Card,75
ORD010677,CUST01349,REST0128,2025-03-11 20:44:00,2025-03-11 20:02:00,Cancelled,42,UPI,216
ORD010678,CUST03777,REST0101,2024-12-30 21:27:00,2024-12-30 21:06:00,Preparing,21,Wallet,694
ORD010679,CUST04797,REST0006,2024-07-30 15:09:00,2024-07-30 14:32:00,Delivered,37,Cash,813
ORD010680,CUST08769,REST0097,2025-06-06 22:16:00,2025-06-06 21:28:00,Preparing,48,UPI,319
ORD010681,CUST07254,REST0183,2025-07-30 19:58:00,2025-07-30 19:34:00,Delivered,24,Cash,147
ORD010682,CUST00643,REST0186,2025-07-20 21:42:00,2025-07-20 20:42:00,Delivered,60,UPI,239
ORD010683,CUST09045,REST0075,2025-02-21 13:39:00,2025-02-21 12:55:00,Delivered,44,UPI,500
ORD010684,CUST04873,REST0162,2024-01-31 13:35:00,2024-01-31 12:50:00,Delivered,45,UPI,861
ORD010685,CUST02534,REST0182,2024-05-23 14:12:00,2024-05-23 13:20:00,Delivered,52,Credit Card,118
ORD010686,CUST04280,REST0002,2024-05-24 11:37:00,2024-05-24 11:13:00,Delivered,24,UPI,594
ORD010687,CUST08440,REST0084,2025-06-09 15:44:00,2025-06-09 14:55:00,Delivered,49,Debit Card,680
ORD010688,CUST09243,REST0114,2025-08-21 22:39:00,2025-08-21 21:48:00,Delivered,51,Wallet,183
ORD010689,CUST09694,REST0098,2024-09-17 13:54:00,2024-09-17 13:21:00,Delivered,33,UPI,370
ORD010690,CUST02173,REST0164,2025-04-30 19:28:00,2025-04-30 18:53:00,Delivered,35,UPI,588
ORD010691,CUST08165,REST0141,2024-07-05 12:56:00,2024-07-05 12:24:00,Delivered,32,UPI,1026
ORD010692,CUST04723,REST0048,2024-10-01 20:12:00,2024-10-01 19:40:00,Delivered,32,UPI,84
ORD010693,CUST02880,REST0180,2024-03-12 13:51:00,2024-03-12 12:55:00,Delivered,56,UPI,126
ORD010694,CUST07340,REST0025,2025-07-28 18:57:00,2025-07-28 18:32:00,Preparing,25,Debit Card,322
ORD010695,CUST00809,REST0157,2024-07-27 13:29:00,2024-07-27 12:42:00,Delivered,47,UPI,298
ORD010696,CUST00204,REST0095,2025-05-14 20:51:00,2025-05-14 20:12:00,Delivered,39,Wallet,354
ORD010697,CUST04361,REST0181,2024-03-06 13:17:00,2024-03-06 12:25:00,Delivered,52,UPI,456
ORD010698,CUST02292,REST0104,2025-11-14 13:03:00,2025-11-14 12:11:00,Delivered,52,Debit Card,348
ORD010699,CUST08878,REST0132,2024-12-05 12:38:00,2024-12-05 12:08:00,Delivered,30,UPI,151
ORD010700,CUST01641,REST0175,2025-06-01 19:43:00,2025-06-01 18:46:00,Delivered,57,UPI,184
ORD010701,CUST05624,REST0178,2024-10-02 21:05:00,2024-10-02 20:18:00,Delivered,47,Credit Card,1080
ORD010702,CUST06060,REST0090,2025-01-31 21:54:00,2025-01-31 21:11:00,Delivered,43,Credit Card,92
ORD010703,CUST02857,REST0065,2025-04-07 20:24:00,2025-04-07 19:57:00,Delivered,27,UPI,840
ORD010704,CUST07715,REST0018,2025-01-24 13:43:00,2025-01-24 12:59:00,Delivered,44,Credit Card,132
ORD010705,CUST09485,REST0003,2024-04-27 20:12:00,2024-04-27 19:32:00,Delivered,40,UPI,374
ORD010706,CUST05223,REST0009,2025-04-06 20:10:00,2025-04-06 19:40:00,Delivered,30,UPI,942
ORD010707,CUST05903,REST0081,2025-12-04 12:36:00,2025-12-04 12:07:00,Delivered,29,Credit Card,435
ORD010708,CUST03387,REST0151,2024-07-30 14:02:00,2024-07-30 13:19:00,Delivered,43,UPI,266
ORD010709,CUST05255,REST0003,2025-08-20 20:38:00,2025-08-20 19:51:00,Delivered,47,Credit Card,234
ORD010710,CUST06036,REST0187,2025-08-03 21:07:00,2025-08-03 20:16:00,Delivered,51,UPI,228
ORD010711,CUST03493,REST0055,2025-04-28 11:28:00,2025-04-28 11:02:00,Delivered,26,UPI,410
ORD010712,CUST09195,REST0196,2025-05-04 21:49:00,2025-05-04 21:18:00,Delivered,31,Wallet,522
ORD010713,CUST01476,REST0135,2025-11-07 14:03:00,2025-11-07 13:11:00,Delivered,52,UPI,588
ORD010714,CUST08586,REST0140,2025-03-31 22:34:00,2025-03-31 21:43:00,Delivered,51,Credit Card,149
ORD010715,CUST05500,REST0111,2024-01-17 19:03:00,2024-01-17 18:07:00,Delivered,56,Debit Card,490
ORD010716,CUST02277,REST0178,2024-04-12 18:34:00,2024-04-12 18:05:00,Cancelled,29,Debit Card,444
ORD010717,CUST01685,REST0080,2025-11-15 21:38:00,2025-11-15 20:59:00,Cancelled,39,Debit Card,930
ORD010718,CUST05811,REST0162,2025-07-08 19:43:00,2025-07-08 18:57:00,Delivered,46,UPI,231
ORD010719,CUST08793,REST0166,2025-04-04 12:03:00,2025-04-04 11:20:00,Delivered,43,UPI,66
ORD010720,CUST00622,REST0104,2025-01-27 15:03:00,2025-01-27 14:21:00,Delivered,42,UPI,182
ORD010721,CUST00201,REST0037,2024-08-10 14:57:00,2024-08-10 14:18:00,Delivered,39,UPI,59
ORD010722,CUST06809,REST0002,2025-05-07 21:09:00,2025-05-07 20:30:00,Delivered,39,Debit Card,198
ORD010723,CUST04650,REST0124,2024-04-18 13:50:00,2024-04-18 12:58:00,Delivered,52,Credit Card,1020
ORD010724,CUST09562,REST0115,2024-12-16 20:18:00,2024-12-16 19:38:00,Delivered,40,Cash,66
ORD010725,CUST04192,REST0173,2024-04-24 21:19:00,2024-04-24 20:55:00,Delivered,24,Debit Card,304
ORD010726,CUST06062,REST0185,2025-07-14 13:32:00,2025-07-14 12:49:00,Delivered,43,UPI,87
ORD010727,CUST07490,REST0159,2025-08-27 13:21:00,2025-08-27 12:22:00,Delivered,59,UPI,608
ORD010728,CUST01701,REST0156,2025-04-30 21:48:00,2025-04-30 20:56:00,Delivered,52,Credit Card,444
ORD010729,CUST04796,REST0097,2025-11-18 19:06:00,2025-11-18 18:35:00,Delivered,31,UPI,234
ORD010730,CUST04745,REST0071,2025-10-20 19:32:00,2025-10-20 18:40:00,Delivered,52,UPI,232
ORD010731,CUST04880,REST0098,2024-08-11 13:16:00,2024-08-11 12:20:00,Delivered,56,UPI,197
ORD010732,CUST03485,REST0051,2024-03-17 13:59:00,2024-03-17 13:37:00,Delivered,22,UPI,753
ORD010733,CUST01907,REST0122,2025-06-12 12:09:00,2025-06-12 11:12:00,Delivered,57,UPI,102
ORD010734,CUST07327,REST0130,2025-02-20 21:57:00,2025-02-20 21:11:00,Delivered,46,Credit Card,324
ORD010735,CUST03805,REST0187,2024-04-02 19:22:00,2024-04-02 18:30:00,Delivered,52,UPI,280
ORD010736,CUST05369,REST0161,2024-05-16 13:23:00,2024-05-16 12:50:00,Delivered,33,Debit Card,411
ORD010737,CUST04635,REST0016,2024-07-06 21:58:00,2024-07-06 21:21:00,Cancelled,37,Debit Card,786
ORD010738,CUST09936,REST0093,2024-05-24 15:46:00,2024-05-24 14:46:00,Preparing,60,Debit Card,352
ORD010739,CUST00970,REST0014,2024-11-23 21:15:00,2024-11-23 20:15:00,Delivered,60,Wallet,294
ORD010740,CUST06282,REST0149,2024-11-16 19:28:00,2024-11-16 18:40:00,Delivered,48,UPI,372
ORD010741,CUST07547,REST0121,2024-12-16 20:10:00,2024-12-16 19:38:00,Delivered,32,Wallet,366
ORD010742,CUST09697,REST0189,2025-11-27 12:33:00,2025-11-27 12:01:00,Cancelled,32,UPI,162
ORD010743,CUST01054,REST0027,2024-12-21 21:04:00,2024-12-21 20:11:00,Delivered,53,Credit Card,280
ORD010744,CUST01562,REST0177,2025-05-08 14:39:00,2025-05-08 13:56:00,Delivered,43,UPI,138
ORD010745,CUST02253,REST0010,2025-01-02 23:10:00,2025-01-02 22:16:00,Preparing,54,UPI,404
ORD010746,CUST01371,REST0076,2025-03-17 21:33:00,2025-03-17 20:33:00,Delivered,60,Credit Card,195
ORD010747,CUST06003,REST0094,2024-08-24 15:14:00,2024-08-24 14:51:00,Delivered,23,UPI,169
ORD010748,CUST04474,REST0062,2025-02-03 14:21:00,2025-02-03 13:22:00,Delivered,59,UPI,320
ORD010749,CUST07467,REST0011,2024-12-03 13:45:00,2024-12-03 13:07:00,Delivered,38,UPI,534
ORD010750,CUST05964,REST0176,2025-12-26 14:56:00,2025-12-26 14:32:00,Delivered,24,UPI,369
ORD010751,CUST05363,REST0174,2024-03-22 20:35:00,2024-03-22 19:45:00,Delivered,50,Credit Card,86
ORD010752,CUST07868,REST0084,2025-04-18 20:22:00,2025-04-18 19:32:00,Delivered,50,Wallet,195
ORD010753,CUST00764,REST0168,2024-02-26 22:24:00,2024-02-26 21:36:00,Delivered,48,UPI,480
ORD010754,CUST09699,REST0070,2025-11-18 13:46:00,2025-11-18 12:47:00,Delivered,59,Credit Card,263
ORD010755,CUST06855,REST0080,2024-10-25 19:56:00,2024-10-25 19:07:00,Delivered,49,UPI,459
ORD010756,CUST05480,REST0186,2025-10-16 12:28:00,2025-10-16 12:01:00,Delivered,27,UPI,46
ORD010757,CUST07461,REST0143,2024-10-13 13:14:00,2024-10-13 12:35:00,Delivered,39,UPI,60
ORD010758,CUST06893,REST0144,2024-01-28 14:09:00,2024-01-28 13:13:00,Delivered,56,Credit Card,204
ORD010759,CUST07962,REST0079,2025-06-08 20:12:00,2025-06-08 19:20:00,Delivered,52,Wallet,138
ORD010760,CUST09464,REST0116,2024-04-25 13:27:00,2024-04-25 12:49:00,Delivered,38,UPI,44
ORD010761,CUST07722,REST0120,2024-08-06 19:03:00,2024-08-06 18:42:00,Delivered,21,Cash,300
ORD010762,CUST05579,REST0126,2024-09-05 20:32:00,2024-09-05 19:35:00,Cancelled,57,Credit Card,198
ORD010763,CUST06855,REST0093,2024-10-30 20:40:00,2024-10-30 20:01:00,Delivered,39,UPI,144
ORD010764,CUST04345,REST0175,2024-03-01 14:16:00,2024-03-01 13:53:00,Delivered,23,Credit Card,148
ORD010765,CUST07258,REST0093,2025-12-15 13:20:00,2025-12-15 12:54:00,Delivered,26,UPI,78
ORD010766,CUST07907,REST0113,2025-12-24 20:33:00,2025-12-24 19:49:00,Delivered,44,UPI,870
ORD010767,CUST09095,REST0143,2024-03-25 11:27:00,2024-03-25 11:06:00,Delivered,21,UPI,170
ORD010768,CUST06648,REST0173,2024-11-08 20:13:00,2024-11-08 19:26:00,Delivered,47,Wallet,276
ORD010769,CUST00919,REST0023,2024-10-19 20:58:00,2024-10-19 20:00:00,Delivered,58,Cash,152
ORD010770,CUST08918,REST0159,2024-08-07 19:48:00,2024-08-07 19:15:00,Delivered,33,Credit Card,136
ORD010771,CUST00351,REST0022,2025-11-27 19:17:00,2025-11-27 18:38:00,Delivered,39,UPI,124
ORD010772,CUST09828,REST0051,2024-06-01 19:03:00,2024-06-01 18:14:00,Delivered,49,UPI,195
ORD010773,CUST04190,REST0123,2024-02-15 19:37:00,2024-02-15 19:08:00,Delivered,29,UPI,126
ORD010774,CUST05982,REST0163,2024-10-19 20:33:00,2024-10-19 20:06:00,Delivered,27,UPI,408
ORD010775,CUST04830,REST0198,2025-10-07 14:28:00,2025-10-07 13:44:00,Delivered,44,UPI,300
ORD010776,CUST09853,REST0113,2025-11-17 21:13:00,2025-11-17 20:45:00,Delivered,28,Debit Card,222
ORD010777,CUST07174,REST0023,2024-02-10 19:58:00,2024-02-10 19:16:00,Delivered,42,Credit Card,356
ORD010778,CUST03465,REST0113,2025-05-29 21:27:00,2025-05-29 20:45:00,Delivered,42,Cash,264
ORD010779,CUST04418,REST0039,2025-08-20 21:12:00,2025-08-20 20:48:00,Preparing,24,UPI,110
ORD010780,CUST07013,REST0071,2025-12-09 19:24:00,2025-12-09 18:48:00,Delivered,36,Cash,1056
ORD010781,CUST00100,REST0030,2024-03-02 19:24:00,2024-03-02 18:33:00,Delivered,51,Wallet,300
ORD010782,CUST08105,REST0197,2024-11-14 14:54:00,2024-11-14 14:16:00,Delivered,38,UPI,216
ORD010783,CUST09853,REST0080,2025-02-14 18:28:00,2025-02-14 18:05:00,Delivered,23,UPI,267
ORD010784,CUST03826,REST0181,2024-01-09 11:37:00,2024-01-09 11:17:00,Delivered,20,UPI,315
ORD010785,CUST08182,REST0181,2024-12-29 18:49:00,2024-12-29 18:04:00,Delivered,45,UPI,92
ORD010786,CUST03445,REST0128,2025-10-29 20:35:00,2025-10-29 20:09:00,Delivered,26,UPI,873
ORD010787,CUST07766,REST0138,2024-04-30 21:34:00,2024-04-30 21:03:00,Delivered,31,UPI,295
ORD010788,CUST01442,REST0115,2024-03-29 14:34:00,2024-03-29 13:47:00,Delivered,47,Credit Card,59
ORD010789,CUST08829,REST0077,2025-07-05 21:09:00,2025-07-05 20:32:00,Preparing,37,UPI,702
ORD010790,CUST04345,REST0116,2024-02-07 13:39:00,2024-02-07 12:41:00,Delivered,58,UPI,526
ORD010791,CUST03362,REST0083,2024-04-14 11:36:00,2024-04-14 11:08:00,Delivered,28,UPI,194
ORD010792,CUST06894,REST0172,2024-10-21 11:50:00,2024-10-21 11:08:00,Delivered,42,UPI,368
ORD010793,CUST04241,REST0191,2024-03-29 20:08:00,2024-03-29 19:23:00,Delivered,45,Debit Card,552
ORD010794,CUST06084,REST0151,2024-04-11 21:08:00,2024-04-11 20:23:00,Delivered,45,UPI,240
ORD010795,CUST04142,REST0016,2025-03-26 20:45:00,2025-03-26 19:54:00,Delivered,51,UPI,394
ORD010796,CUST09439,REST0040,2024-02-08 18:58:00,2024-02-08 18:22:00,Delivered,36,UPI,1041
ORD010797,CUST04692,REST0147,2024-08-21 14:23:00,2024-08-21 13:39:00,Delivered,44,UPI,560
ORD010798,CUST06047,REST0129,2024-04-11 19:44:00,2024-04-11 19:19:00,Delivered,25,Debit Card,166
